_id,_createdDate,_updatedDate,_owner,first_name,last_name,twin_name,membership_id,city,region,country,registry_date,source_file
0000000147,2025-12-04T18:33:17.677869,2025-12-04T18:33:17.677873,system,Owen,Garcia,Solace Circuit,0000000147,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000148,2025-12-04T18:33:17.677888,2025-12-04T18:33:17.677892,system,Owen,Haddad,Orion Harbor,0000000148,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000149,2025-12-04T18:33:17.677907,2025-12-04T18:33:17.677910,system,Owen,Ivanov,Cascade Forge,0000000149,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000150,2025-12-04T18:33:17.677925,2025-12-04T18:33:17.677929,system,Owen,Johansson,Vertex Glyph,0000000150,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000151,2025-12-04T18:33:17.677944,2025-12-04T18:33:17.677947,system,Priya,Anderson,Prism Bridge,0000000151,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000152,2025-12-04T18:33:17.677963,2025-12-04T18:33:17.677966,system,Priya,Bennett,Zenith Canvas,0000000152,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000153,2025-12-04T18:33:17.677982,2025-12-04T18:33:17.677985,system,Priya,Chen,Ember Spark,0000000153,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000154,2025-12-04T18:33:17.678001,2025-12-04T18:33:17.678004,system,Priya,Dubois,Halo Portal,0000000154,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000155,2025-12-04T18:33:17.678019,2025-12-04T18:33:17.678023,system,Priya,Esposito,Celeste Vault,0000000155,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000156,2025-12-04T18:33:17.678038,2025-12-04T18:33:17.678041,system,Priya,Fernandez,Mosaic Field,0000000156,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000157,2025-12-04T18:33:17.678057,2025-12-04T18:33:17.678061,system,Priya,Garcia,Pulse Verse,0000000157,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000158,2025-12-04T18:33:17.678076,2025-12-04T18:33:17.678079,system,Priya,Haddad,Vector Garden,0000000158,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000159,2025-12-04T18:33:17.678094,2025-12-04T18:33:17.678098,system,Priya,Ivanov,Mirage Lab,0000000159,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000160,2025-12-04T18:33:17.678113,2025-12-04T18:33:17.678117,system,Priya,Johansson,Aurora Muse,0000000160,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000161,2025-12-04T18:33:17.678132,2025-12-04T18:33:17.678135,system,Quinn,Anderson,Quantum Node,0000000161,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000162,2025-12-04T18:33:17.678150,2025-12-04T18:33:17.678154,system,Quinn,Bennett,Echo Weaver,0000000162,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000163,2025-12-04T18:33:17.678169,2025-12-04T18:33:17.678173,system,Quinn,Chen,Nova Stream,0000000163,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000164,2025-12-04T18:33:17.678187,2025-12-04T18:33:17.678191,system,Quinn,Dubois,Nimbus Matrix,0000000164,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000165,2025-12-04T18:33:17.678206,2025-12-04T18:33:17.678210,system,Quinn,Esposito,Lumen Horizon,0000000165,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000166,2025-12-04T18:33:17.678225,2025-12-04T18:33:17.678228,system,Quinn,Fernandez,Atlas Beacon,0000000166,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000167,2025-12-04T18:33:17.678243,2025-12-04T18:33:17.678247,system,Quinn,Garcia,Solace Circuit,0000000167,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000168,2025-12-04T18:33:17.678262,2025-12-04T18:33:17.678266,system,Quinn,Haddad,Orion Harbor,0000000168,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000169,2025-12-04T18:33:17.678281,2025-12-04T18:33:17.678284,system,Quinn,Ivanov,Cascade Forge,0000000169,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000170,2025-12-04T18:33:17.678300,2025-12-04T18:33:17.678303,system,Quinn,Johansson,Vertex Glyph,0000000170,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000171,2025-12-04T18:33:17.678319,2025-12-04T18:33:17.678322,system,Ravi,Anderson,Prism Bridge,0000000171,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000172,2025-12-04T18:33:17.678337,2025-12-04T18:33:17.678341,system,Ravi,Bennett,Zenith Canvas,0000000172,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000173,2025-12-04T18:33:17.678356,2025-12-04T18:33:17.678359,system,Ravi,Chen,Ember Spark,0000000173,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000174,2025-12-04T18:33:17.678374,2025-12-04T18:33:17.678378,system,Ravi,Dubois,Halo Portal,0000000174,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000175,2025-12-04T18:33:17.678393,2025-12-04T18:33:17.678397,system,Ravi,Esposito,Celeste Vault,0000000175,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000176,2025-12-04T18:33:17.678412,2025-12-04T18:33:17.678415,system,Ravi,Fernandez,Mosaic Field,0000000176,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000177,2025-12-04T18:33:17.678431,2025-12-04T18:33:17.678434,system,Ravi,Garcia,Pulse Verse,0000000177,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000178,2025-12-04T18:33:17.678449,2025-12-04T18:33:17.678453,system,Ravi,Haddad,Vector Garden,0000000178,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000179,2025-12-04T18:33:17.678468,2025-12-04T18:33:17.678471,system,Ravi,Ivanov,Mirage Lab,0000000179,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000180,2025-12-04T18:33:17.678487,2025-12-04T18:33:17.678490,system,Ravi,Johansson,Aurora Muse,0000000180,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000181,2025-12-04T18:33:17.678505,2025-12-04T18:33:17.678509,system,Sofia,Anderson,Quantum Node,0000000181,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000182,2025-12-04T18:33:17.678524,2025-12-04T18:33:17.678527,system,Sofia,Bennett,Echo Weaver,0000000182,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000183,2025-12-04T18:33:17.678542,2025-12-04T18:33:17.678546,system,Sofia,Chen,Nova Stream,0000000183,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000184,2025-12-04T18:33:17.678561,2025-12-04T18:33:17.678565,system,Sofia,Dubois,Nimbus Matrix,0000000184,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000185,2025-12-04T18:33:17.678580,2025-12-04T18:33:17.678583,system,Sofia,Esposito,Lumen Horizon,0000000185,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000186,2025-12-04T18:33:17.678599,2025-12-04T18:33:17.678602,system,Sofia,Fernandez,Atlas Beacon,0000000186,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000187,2025-12-04T18:33:17.678618,2025-12-04T18:33:17.678621,system,Sofia,Garcia,Solace Circuit,0000000187,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000188,2025-12-04T18:33:17.678636,2025-12-04T18:33:17.678640,system,Sofia,Haddad,Orion Harbor,0000000188,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000189,2025-12-04T18:33:17.678655,2025-12-04T18:33:17.678658,system,Sofia,Ivanov,Cascade Forge,0000000189,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000190,2025-12-04T18:33:17.678674,2025-12-04T18:33:17.678677,system,Sofia,Johansson,Vertex Glyph,0000000190,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000191,2025-12-04T18:33:17.678801,2025-12-04T18:33:17.678806,system,Tariq,Anderson,Prism Bridge,0000000191,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000192,2025-12-04T18:33:17.678825,2025-12-04T18:33:17.678828,system,Tariq,Bennett,Zenith Canvas,0000000192,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000193,2025-12-04T18:33:17.678844,2025-12-04T18:33:17.678848,system,Tariq,Chen,Ember Spark,0000000193,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000194,2025-12-04T18:33:17.678863,2025-12-04T18:33:17.678866,system,Tariq,Dubois,Halo Portal,0000000194,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000195,2025-12-04T18:33:17.678882,2025-12-04T18:33:17.678885,system,Tariq,Esposito,Celeste Vault,0000000195,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000196,2025-12-04T18:33:17.678901,2025-12-04T18:33:17.678904,system,Tariq,Fernandez,Mosaic Field,0000000196,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000197,2025-12-04T18:33:17.678919,2025-12-04T18:33:17.678923,system,Tariq,Garcia,Pulse Verse,0000000197,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
0000000198,2025-12-04T18:33:17.678938,2025-12-04T18:33:17.678941,system,Tariq,Haddad,Vector Garden,0000000198,Toronto,,Toronto,04-12-2025,lifetime_registry_inclusion (13).html
0000000199,2025-12-04T18:33:17.678957,2025-12-04T18:33:17.678960,system,Tariq,Ivanov,Mirage Lab,0000000199,ON,,ON,04-12-2025,lifetime_registry_inclusion (13).html
0000000200,2025-12-04T18:33:17.678976,2025-12-04T18:33:17.678979,system,Tariq,Johansson,Aurora Muse,0000000200,Canada,,Canada,04-12-2025,lifetime_registry_inclusion (13).html
